"","instant","dteday","season","yr","mnth","hr","holiday","weekday","workingday","weathersit","temp","atemp","hum","windspeed","casual","registered","cnt","mean_hires","hour_pred","day_pred","temp_rounded","temp_pred","hum_rounded","hum_pred","year_pred","season_pred","workday_pred","weathersit_pred"
"5570",9955,"2012-02-24",1,1,2,19,0,5,1,2,0.44,0.4394,0.88,0.1045,6,227,233,189.294933716987,122.614840719103,6.57721126897779,0.4,-28.8800053072801,0.9,-36.9262319700655,42.1163800808878,-26.8412320823393,-1.00334705329519,-2.01663270456385
"5571",9957,"2012-02-24",1,1,2,21,0,5,1,1,0.42,0.4242,0.35,0.806,1,151,152,189.294933716987,-22.5067563770855,6.57721126897779,0.4,-28.8800053072801,0.4,20.6514475184918,42.1163800808878,-26.8412320823393,-1.00334705329519,7.65827939577592
"5572",9961,"2012-02-25",1,1,2,1,0,6,0,1,0.34,0.303,0.42,0.3582,4,42,46,189.294933716987,-157.619258041311,0.178738950629814,0.3,-57.5653813621468,0.4,20.6514475184918,42.1163800808878,-26.8412320823393,2.1370743605406,7.65827939577592
"5573",9965,"2012-02-25",1,1,2,5,0,6,0,2,0.3,0.2727,0.42,0.2985,0,3,3,189.294933716987,-168.255909326743,0.178738950629814,0.3,-57.5653813621468,0.4,20.6514475184918,42.1163800808878,-26.8412320823393,2.1370743605406,-2.01663270456385
"5574",9968,"2012-02-25",1,1,2,8,0,6,0,1,0.26,0.2273,0.48,0.2985,3,90,93,189.294933716987,168.00627110229,0.178738950629814,0.3,-57.5653813621468,0.5,6.67149009129869,42.1163800808878,-26.8412320823393,2.1370743605406,7.65827939577592
"5575",9974,"2012-02-25",1,1,2,14,0,6,0,1,0.32,0.2727,0.29,0.5522,35,181,216,189.294933716987,50.2491468875471,0.178738950629814,0.3,-57.5653813621468,0.3,4.90872102927088,42.1163800808878,-26.8412320823393,2.1370743605406,7.65827939577592
"5576",9976,"2012-02-25",1,1,2,16,0,6,0,1,0.32,0.2727,0.26,0.5821,32,163,195,189.294933716987,128.995882609544,0.178738950629814,0.3,-57.5653813621468,0.3,4.90872102927088,42.1163800808878,-26.8412320823393,2.1370743605406,7.65827939577592
"5577",9977,"2012-02-25",1,1,2,17,0,6,0,1,0.3,0.2727,0.33,0.3582,16,143,159,189.294933716987,271.820829829811,0.178738950629814,0.3,-57.5653813621468,0.3,4.90872102927088,42.1163800808878,-26.8412320823393,2.1370743605406,7.65827939577592
"5578",9982,"2012-02-25",1,1,2,22,0,6,0,1,0.24,0.197,0.38,0.4627,4,78,82,189.294933716987,-56.4508090167471,0.178738950629814,0.2,-88.1134716530571,0.4,20.6514475184918,42.1163800808878,-26.8412320823393,2.1370743605406,7.65827939577592
"5579",9984,"2012-02-26",1,1,2,0,0,0,0,1,0.24,0.2121,0.41,0.3582,7,63,70,189.294933716987,-135.023747276309,-12.7492381871949,0.2,-88.1134716530571,0.4,20.6514475184918,42.1163800808878,-26.8412320823393,2.1370743605406,7.65827939577592
"5580",9985,"2012-02-26",1,1,2,1,0,0,0,1,0.24,0.2121,0.44,0.3284,5,50,55,189.294933716987,-157.619258041311,-12.7492381871949,0.2,-88.1134716530571,0.4,20.6514475184918,42.1163800808878,-26.8412320823393,2.1370743605406,7.65827939577592
"5581",9986,"2012-02-26",1,1,2,2,0,0,0,1,0.24,0.2121,0.44,0.3284,5,37,42,189.294933716987,-166.275656608553,-12.7492381871949,0.2,-88.1134716530571,0.4,20.6514475184918,42.1163800808878,-26.8412320823393,2.1370743605406,7.65827939577592
"5582",9989,"2012-02-26",1,1,2,5,0,0,0,1,0.22,0.2121,0.44,0.2239,0,5,5,189.294933716987,-168.255909326743,-12.7492381871949,0.2,-88.1134716530571,0.4,20.6514475184918,42.1163800808878,-26.8412320823393,2.1370743605406,7.65827939577592
"5583",9993,"2012-02-26",1,1,2,9,0,0,0,1,0.22,0.2121,0.47,0.2239,11,76,87,189.294933716987,27.8899004062358,-12.7492381871949,0.2,-88.1134716530571,0.5,6.67149009129869,42.1163800808878,-26.8412320823393,2.1370743605406,7.65827939577592
"5584",9994,"2012-02-26",1,1,2,10,0,0,0,1,0.26,0.2576,0.41,0.1642,27,161,188,189.294933716987,-19.670873566611,-12.7492381871949,0.3,-57.5653813621468,0.4,20.6514475184918,42.1163800808878,-26.8412320823393,2.1370743605406,7.65827939577592
"5585",9995,"2012-02-26",1,1,2,11,0,0,0,1,0.28,0.2576,0.41,0.2836,43,184,227,189.294933716987,20.9481855490681,-12.7492381871949,0.3,-57.5653813621468,0.4,20.6514475184918,42.1163800808878,-26.8412320823393,2.1370743605406,7.65827939577592
"5586",9996,"2012-02-26",1,1,2,12,0,0,0,1,0.3,0.303,0.39,0.1343,49,256,305,189.294933716987,64.623985201932,-12.7492381871949,0.3,-57.5653813621468,0.4,20.6514475184918,42.1163800808878,-26.8412320823393,2.1370743605406,7.65827939577592
"5587",9999,"2012-02-26",1,1,2,15,0,0,0,1,0.36,0.3485,0.29,0,72,281,353,189.294933716987,59.973831416185,-12.7492381871949,0.4,-28.8800053072801,0.3,4.90872102927088,42.1163800808878,-26.8412320823393,2.1370743605406,7.65827939577592
"5588",10001,"2012-02-26",1,1,2,17,0,0,0,1,0.36,0.3485,0.32,0.2239,46,241,287,189.294933716987,271.820829829811,-12.7492381871949,0.4,-28.8800053072801,0.3,4.90872102927088,42.1163800808878,-26.8412320823393,2.1370743605406,7.65827939577592
"5589",10003,"2012-02-26",1,1,2,19,0,0,0,1,0.34,0.3333,0.34,0.1642,13,130,143,189.294933716987,122.614840719103,-12.7492381871949,0.3,-57.5653813621468,0.3,4.90872102927088,42.1163800808878,-26.8412320823393,2.1370743605406,7.65827939577592
"5590",10004,"2012-02-26",1,1,2,20,0,0,0,1,0.32,0.3182,0.42,0.1642,9,79,88,189.294933716987,38.2859486359542,-12.7492381871949,0.3,-57.5653813621468,0.4,20.6514475184918,42.1163800808878,-26.8412320823393,2.1370743605406,7.65827939577592
"5591",10006,"2012-02-26",1,1,2,22,0,0,0,1,0.3,0.2879,0.42,0.2239,3,68,71,189.294933716987,-56.4508090167471,-12.7492381871949,0.3,-57.5653813621468,0.4,20.6514475184918,42.1163800808878,-26.8412320823393,2.1370743605406,7.65827939577592
"5592",10007,"2012-02-26",1,1,2,23,0,0,0,1,0.26,0.2576,0.56,0.1642,5,59,64,189.294933716987,-100.297396771174,-12.7492381871949,0.3,-57.5653813621468,0.6,11.3161242527334,42.1163800808878,-26.8412320823393,2.1370743605406,7.65827939577592
"5593",10010,"2012-02-27",1,1,2,2,0,1,1,1,0.26,0.2273,0.7,0.2985,0,4,4,189.294933716987,-166.275656608553,-7.80393066770263,0.3,-57.5653813621468,0.7,7.17255397102485,42.1163800808878,-26.8412320823393,-1.00334705329519,7.65827939577592
"5594",10015,"2012-02-27",1,1,2,7,0,1,1,1,0.24,0.2273,0.6,0.2239,2,278,280,189.294933716987,20.2606218385686,-7.80393066770263,0.2,-88.1134716530571,0.6,11.3161242527334,42.1163800808878,-26.8412320823393,-1.00334705329519,7.65827939577592
"5595",10016,"2012-02-27",1,1,2,8,0,1,1,1,0.24,0.2424,0.6,0,14,514,528,189.294933716987,168.00627110229,-7.80393066770263,0.2,-88.1134716530571,0.6,11.3161242527334,42.1163800808878,-26.8412320823393,-1.00334705329519,7.65827939577592
"5596",10018,"2012-02-27",1,1,2,10,0,1,1,1,0.32,0.303,0.45,0.2537,16,88,104,189.294933716987,-19.670873566611,-7.80393066770263,0.3,-57.5653813621468,0.4,20.6514475184918,42.1163800808878,-26.8412320823393,-1.00334705329519,7.65827939577592
"5597",10019,"2012-02-27",1,1,2,11,0,1,1,1,0.36,0.3333,0.43,0.2537,11,92,103,189.294933716987,20.9481855490681,-7.80393066770263,0.4,-28.8800053072801,0.4,20.6514475184918,42.1163800808878,-26.8412320823393,-1.00334705329519,7.65827939577592
"5598",10022,"2012-02-27",1,1,2,14,0,1,1,1,0.46,0.4545,0.36,0.2836,24,134,158,189.294933716987,50.2491468875471,-7.80393066770263,0.5,9.70992835427652,0.4,20.6514475184918,42.1163800808878,-26.8412320823393,-1.00334705329519,7.65827939577592
"5599",10023,"2012-02-27",1,1,2,15,0,1,1,1,0.52,0.5,0.25,0.4179,24,150,174,189.294933716987,59.973831416185,-7.80393066770263,0.5,9.70992835427652,0.2,15.408073364892,42.1163800808878,-26.8412320823393,-1.00334705329519,7.65827939577592
"5600",10024,"2012-02-27",1,1,2,16,0,1,1,1,0.54,0.5152,0.26,0.4478,20,266,286,189.294933716987,128.995882609544,-7.80393066770263,0.5,9.70992835427652,0.3,4.90872102927088,42.1163800808878,-26.8412320823393,-1.00334705329519,7.65827939577592
"5601",10030,"2012-02-27",1,1,2,22,0,1,1,1,0.44,0.4394,0.44,0.2537,9,83,92,189.294933716987,-56.4508090167471,-7.80393066770263,0.4,-28.8800053072801,0.4,20.6514475184918,42.1163800808878,-26.8412320823393,-1.00334705329519,7.65827939577592
"5602",10032,"2012-02-28",1,1,2,0,0,2,1,1,0.42,0.4242,0.54,0.1343,0,10,10,189.294933716987,-135.023747276309,0.466791607530132,0.4,-28.8800053072801,0.5,6.67149009129869,42.1163800808878,-26.8412320823393,-1.00334705329519,7.65827939577592
"5603",10037,"2012-02-28",1,1,2,5,0,2,1,1,0.32,0.2879,0.42,0.3582,1,20,21,189.294933716987,-168.255909326743,0.466791607530132,0.3,-57.5653813621468,0.4,20.6514475184918,42.1163800808878,-26.8412320823393,-1.00334705329519,7.65827939577592
"5604",10038,"2012-02-28",1,1,2,6,0,2,1,1,0.3,0.2727,0.45,0.3284,1,100,101,189.294933716987,-109.183245405299,0.466791607530132,0.3,-57.5653813621468,0.4,20.6514475184918,42.1163800808878,-26.8412320823393,-1.00334705329519,7.65827939577592
"5605",10039,"2012-02-28",1,1,2,7,0,2,1,1,0.28,0.2576,0.45,0.2985,12,313,325,189.294933716987,20.2606218385686,0.466791607530132,0.3,-57.5653813621468,0.4,20.6514475184918,42.1163800808878,-26.8412320823393,-1.00334705329519,7.65827939577592
"5606",10041,"2012-02-28",1,1,2,9,0,2,1,1,0.28,0.2576,0.45,0.3582,7,225,232,189.294933716987,27.8899004062358,0.466791607530132,0.3,-57.5653813621468,0.4,20.6514475184918,42.1163800808878,-26.8412320823393,-1.00334705329519,7.65827939577592
"5607",10042,"2012-02-28",1,1,2,10,0,2,1,1,0.3,0.2727,0.42,0.2985,14,118,132,189.294933716987,-19.670873566611,0.466791607530132,0.3,-57.5653813621468,0.4,20.6514475184918,42.1163800808878,-26.8412320823393,-1.00334705329519,7.65827939577592
"5608",10043,"2012-02-28",1,1,2,11,0,2,1,1,0.34,0.3182,0.36,0.2537,8,155,163,189.294933716987,20.9481855490681,0.466791607530132,0.3,-57.5653813621468,0.4,20.6514475184918,42.1163800808878,-26.8412320823393,-1.00334705329519,7.65827939577592
"5609",10044,"2012-02-28",1,1,2,12,0,2,1,1,0.36,0.3485,0.34,0.1343,19,164,183,189.294933716987,64.623985201932,0.466791607530132,0.4,-28.8800053072801,0.3,4.90872102927088,42.1163800808878,-26.8412320823393,-1.00334705329519,7.65827939577592
"5610",10046,"2012-02-28",1,1,2,14,0,2,1,1,0.4,0.4091,0.28,0.1045,13,121,134,189.294933716987,50.2491468875471,0.466791607530132,0.4,-28.8800053072801,0.3,4.90872102927088,42.1163800808878,-26.8412320823393,-1.00334705329519,7.65827939577592
"5611",10047,"2012-02-28",1,1,2,15,0,2,1,1,0.42,0.4242,0.26,0.0896,17,149,166,189.294933716987,59.973831416185,0.466791607530132,0.4,-28.8800053072801,0.3,4.90872102927088,42.1163800808878,-26.8412320823393,-1.00334705329519,7.65827939577592
"5612",10049,"2012-02-28",1,1,2,17,0,2,1,1,0.42,0.4242,0.26,0.0896,33,497,530,189.294933716987,271.820829829811,0.466791607530132,0.4,-28.8800053072801,0.3,4.90872102927088,42.1163800808878,-26.8412320823393,-1.00334705329519,7.65827939577592
"5613",10050,"2012-02-28",1,1,2,18,0,2,1,1,0.42,0.4242,0.28,0.1642,17,432,449,189.294933716987,238.653214431161,0.466791607530132,0.4,-28.8800053072801,0.3,4.90872102927088,42.1163800808878,-26.8412320823393,-1.00334705329519,7.65827939577592
"5614",10051,"2012-02-28",1,1,2,19,0,2,1,1,0.42,0.4242,0.26,0,15,291,306,189.294933716987,122.614840719103,0.466791607530132,0.4,-28.8800053072801,0.3,4.90872102927088,42.1163800808878,-26.8412320823393,-1.00334705329519,7.65827939577592
"5615",10052,"2012-02-28",1,1,2,20,0,2,1,1,0.4,0.4091,0.3,0.1343,2,202,204,189.294933716987,38.2859486359542,0.466791607530132,0.4,-28.8800053072801,0.3,4.90872102927088,42.1163800808878,-26.8412320823393,-1.00334705329519,7.65827939577592
"5616",10053,"2012-02-28",1,1,2,21,0,2,1,1,0.34,0.3485,0.46,0.1045,10,178,188,189.294933716987,-22.5067563770855,0.466791607530132,0.3,-57.5653813621468,0.5,6.67149009129869,42.1163800808878,-26.8412320823393,-1.00334705329519,7.65827939577592
"5617",10054,"2012-02-28",1,1,2,22,0,2,1,1,0.34,0.3485,0.46,0.1045,6,95,101,189.294933716987,-56.4508090167471,0.466791607530132,0.3,-57.5653813621468,0.5,6.67149009129869,42.1163800808878,-26.8412320823393,-1.00334705329519,7.65827939577592
"5618",10055,"2012-02-28",1,1,2,23,0,2,1,1,0.32,0.303,0.53,0.2239,4,61,65,189.294933716987,-100.297396771174,0.466791607530132,0.3,-57.5653813621468,0.5,6.67149009129869,42.1163800808878,-26.8412320823393,-1.00334705329519,7.65827939577592
"5619",10057,"2012-02-29",1,1,2,1,0,3,1,1,0.32,0.3333,0.49,0.1045,0,6,6,189.294933716987,-157.619258041311,5.91367535123775,0.3,-57.5653813621468,0.5,6.67149009129869,42.1163800808878,-26.8412320823393,-1.00334705329519,7.65827939577592
"5620",10058,"2012-02-29",1,1,2,2,0,3,1,1,0.3,0.2879,0.56,0.2239,0,4,4,189.294933716987,-166.275656608553,5.91367535123775,0.3,-57.5653813621468,0.6,11.3161242527334,42.1163800808878,-26.8412320823393,-1.00334705329519,7.65827939577592
"5621",10062,"2012-02-29",1,1,2,7,0,3,1,2,0.26,0.2727,0.81,0.1343,11,242,253,189.294933716987,20.2606218385686,5.91367535123775,0.3,-57.5653813621468,0.8,-7.9856781972704,42.1163800808878,-26.8412320823393,-1.00334705329519,-2.01663270456385
"5622",10068,"2012-02-29",1,1,2,13,0,3,1,2,0.36,0.3333,0.93,0.3582,4,72,76,189.294933716987,66.1902147978645,5.91367535123775,0.4,-28.8800053072801,0.9,-36.9262319700655,42.1163800808878,-26.8412320823393,-1.00334705329519,-2.01663270456385
"5623",10074,"2012-02-29",1,1,2,19,0,3,1,2,0.4,0.4091,0.87,0.1045,0,102,102,189.294933716987,122.614840719103,5.91367535123775,0.4,-28.8800053072801,0.9,-36.9262319700655,42.1163800808878,-26.8412320823393,-1.00334705329519,-2.01663270456385
"5624",10075,"2012-02-29",1,1,2,20,0,3,1,3,0.42,0.4242,0.88,0.1642,2,95,97,189.294933716987,38.2859486359542,5.91367535123775,0.4,-28.8800053072801,0.9,-36.9262319700655,42.1163800808878,-26.8412320823393,-1.00334705329519,-55.2474463615831
"5625",10076,"2012-02-29",1,1,2,21,0,3,1,3,0.42,0.4242,0.88,0.1642,0,39,39,189.294933716987,-22.5067563770855,5.91367535123775,0.4,-28.8800053072801,0.9,-36.9262319700655,42.1163800808878,-26.8412320823393,-1.00334705329519,-55.2474463615831
"5626",10079,"2012-03-01",1,1,3,0,0,4,1,2,0.42,0.4242,0.94,0,1,10,11,189.294933716987,-135.023747276309,8.0614287458281,0.4,-28.8800053072801,0.9,-36.9262319700655,42.1163800808878,-26.8412320823393,-1.00334705329519,-2.01663270456385
"5627",10082,"2012-03-01",1,1,3,3,0,4,1,1,0.46,0.4545,0.94,0.2239,0,3,3,189.294933716987,-176.811994084441,8.0614287458281,0.5,9.70992835427652,0.9,-36.9262319700655,42.1163800808878,-26.8412320823393,-1.00334705329519,7.65827939577592
"5628",10083,"2012-03-01",1,1,3,4,0,4,1,1,0.48,0.4697,0.88,0.194,0,5,5,189.294933716987,-183.193106040747,8.0614287458281,0.5,9.70992835427652,0.9,-36.9262319700655,42.1163800808878,-26.8412320823393,-1.00334705329519,7.65827939577592
"5629",10084,"2012-03-01",1,1,3,5,0,4,1,1,0.48,0.4697,0.88,0.1642,0,18,18,189.294933716987,-168.255909326743,8.0614287458281,0.5,9.70992835427652,0.9,-36.9262319700655,42.1163800808878,-26.8412320823393,-1.00334705329519,7.65827939577592
"5630",10085,"2012-03-01",1,1,3,6,0,4,1,2,0.42,0.4242,0.94,0,2,107,109,189.294933716987,-109.183245405299,8.0614287458281,0.4,-28.8800053072801,0.9,-36.9262319700655,42.1163800808878,-26.8412320823393,-1.00334705329519,-2.01663270456385
"5631",10087,"2012-03-01",1,1,3,8,0,4,1,1,0.42,0.4242,0.94,0.1343,15,579,594,189.294933716987,168.00627110229,8.0614287458281,0.4,-28.8800053072801,0.9,-36.9262319700655,42.1163800808878,-26.8412320823393,-1.00334705329519,7.65827939577592
"5632",10088,"2012-03-01",1,1,3,9,0,4,1,1,0.46,0.4545,0.77,0.2537,5,281,286,189.294933716987,27.8899004062358,8.0614287458281,0.5,9.70992835427652,0.8,-7.9856781972704,42.1163800808878,-26.8412320823393,-1.00334705329519,7.65827939577592
"5633",10089,"2012-03-01",1,1,3,10,0,4,1,1,0.52,0.5,0.55,0.1642,11,122,133,189.294933716987,-19.670873566611,8.0614287458281,0.5,9.70992835427652,0.6,11.3161242527334,42.1163800808878,-26.8412320823393,-1.00334705329519,7.65827939577592
"5634",10091,"2012-03-01",1,1,3,12,0,4,1,1,0.56,0.5303,0.37,0.2239,16,204,220,189.294933716987,64.623985201932,8.0614287458281,0.6,38.2875704441151,0.4,20.6514475184918,42.1163800808878,-26.8412320823393,-1.00334705329519,7.65827939577592
"5635",10093,"2012-03-01",1,1,3,14,0,4,1,1,0.58,0.5455,0.35,0.2239,37,174,211,189.294933716987,50.2491468875471,8.0614287458281,0.6,38.2875704441151,0.4,20.6514475184918,42.1163800808878,-26.8412320823393,-1.00334705329519,7.65827939577592
"5636",10094,"2012-03-01",1,1,3,15,0,4,1,1,0.6,0.6212,0.31,0.2537,31,192,223,189.294933716987,59.973831416185,8.0614287458281,0.6,38.2875704441151,0.3,4.90872102927088,42.1163800808878,-26.8412320823393,-1.00334705329519,7.65827939577592
"5637",10096,"2012-03-01",1,1,3,17,0,4,1,1,0.56,0.5303,0.35,0.2985,49,551,600,189.294933716987,271.820829829811,8.0614287458281,0.6,38.2875704441151,0.4,20.6514475184918,42.1163800808878,-26.8412320823393,-1.00334705329519,7.65827939577592
"5638",10100,"2012-03-01",1,1,3,21,0,4,1,1,0.42,0.4242,0.47,0.4627,7,190,197,189.294933716987,-22.5067563770855,8.0614287458281,0.4,-28.8800053072801,0.5,6.67149009129869,42.1163800808878,-26.8412320823393,-1.00334705329519,7.65827939577592
"5639",10103,"2012-03-02",1,1,3,0,0,5,1,1,0.34,0.3333,0.53,0.1642,1,45,46,189.294933716987,-135.023747276309,6.57721126897779,0.3,-57.5653813621468,0.5,6.67149009129869,42.1163800808878,-26.8412320823393,-1.00334705329519,7.65827939577592
"5640",10105,"2012-03-02",1,1,3,2,0,5,1,1,0.34,0.3182,0.53,0.2836,2,4,6,189.294933716987,-166.275656608553,6.57721126897779,0.3,-57.5653813621468,0.5,6.67149009129869,42.1163800808878,-26.8412320823393,-1.00334705329519,7.65827939577592
"5641",10108,"2012-03-02",1,1,3,5,0,5,1,1,0.3,0.3333,0.7,0,0,24,24,189.294933716987,-168.255909326743,6.57721126897779,0.3,-57.5653813621468,0.7,7.17255397102485,42.1163800808878,-26.8412320823393,-1.00334705329519,7.65827939577592
"5642",10110,"2012-03-02",1,1,3,7,0,5,1,1,0.3,0.3333,0.7,0,4,258,262,189.294933716987,20.2606218385686,6.57721126897779,0.3,-57.5653813621468,0.7,7.17255397102485,42.1163800808878,-26.8412320823393,-1.00334705329519,7.65827939577592
"5643",10112,"2012-03-02",1,1,3,9,0,5,1,1,0.3,0.3333,0.81,0,15,299,314,189.294933716987,27.8899004062358,6.57721126897779,0.3,-57.5653813621468,0.8,-7.9856781972704,42.1163800808878,-26.8412320823393,-1.00334705329519,7.65827939577592
"5644",10113,"2012-03-02",1,1,3,10,0,5,1,1,0.36,0.3485,0.5,0.1642,14,118,132,189.294933716987,-19.670873566611,6.57721126897779,0.4,-28.8800053072801,0.5,6.67149009129869,42.1163800808878,-26.8412320823393,-1.00334705329519,7.65827939577592
"5645",10114,"2012-03-02",1,1,3,11,0,5,1,1,0.38,0.3939,0.46,0.194,40,154,194,189.294933716987,20.9481855490681,6.57721126897779,0.4,-28.8800053072801,0.5,6.67149009129869,42.1163800808878,-26.8412320823393,-1.00334705329519,7.65827939577592
"5646",10117,"2012-03-02",1,1,3,14,0,5,1,2,0.44,0.4394,0.44,0.2836,29,176,205,189.294933716987,50.2491468875471,6.57721126897779,0.4,-28.8800053072801,0.4,20.6514475184918,42.1163800808878,-26.8412320823393,-1.00334705329519,-2.01663270456385
"5647",10118,"2012-03-02",1,1,3,15,0,5,1,2,0.42,0.4242,0.5,0.2985,5,73,78,189.294933716987,59.973831416185,6.57721126897779,0.4,-28.8800053072801,0.5,6.67149009129869,42.1163800808878,-26.8412320823393,-1.00334705329519,-2.01663270456385
"5648",10119,"2012-03-02",1,1,3,16,0,5,1,3,0.4,0.4091,0.58,0.2985,1,49,50,189.294933716987,128.995882609544,6.57721126897779,0.4,-28.8800053072801,0.6,11.3161242527334,42.1163800808878,-26.8412320823393,-1.00334705329519,-55.2474463615831
"5649",10120,"2012-03-02",1,1,3,17,0,5,1,3,0.36,0.3485,0.81,0.2239,5,123,128,189.294933716987,271.820829829811,6.57721126897779,0.4,-28.8800053072801,0.8,-7.9856781972704,42.1163800808878,-26.8412320823393,-1.00334705329519,-55.2474463615831
"5650",10121,"2012-03-02",1,1,3,18,0,5,1,3,0.36,0.3485,0.87,0.194,6,154,160,189.294933716987,238.653214431161,6.57721126897779,0.4,-28.8800053072801,0.9,-36.9262319700655,42.1163800808878,-26.8412320823393,-1.00334705329519,-55.2474463615831
"5651",10125,"2012-03-02",1,1,3,22,0,5,1,2,0.36,0.3788,0.87,0,6,69,75,189.294933716987,-56.4508090167471,6.57721126897779,0.4,-28.8800053072801,0.9,-36.9262319700655,42.1163800808878,-26.8412320823393,-1.00334705329519,-2.01663270456385
"5652",10126,"2012-03-02",1,1,3,23,0,5,1,2,0.36,0.3788,0.87,0,4,19,23,189.294933716987,-100.297396771174,6.57721126897779,0.4,-28.8800053072801,0.9,-36.9262319700655,42.1163800808878,-26.8412320823393,-1.00334705329519,-2.01663270456385
"5653",10128,"2012-03-03",1,1,3,1,0,6,0,3,0.36,0.3788,0.93,0,0,44,44,189.294933716987,-157.619258041311,0.178738950629814,0.4,-28.8800053072801,0.9,-36.9262319700655,42.1163800808878,-26.8412320823393,2.1370743605406,-55.2474463615831
"5654",10131,"2012-03-03",1,1,3,4,0,6,0,2,0.36,0.3485,0.93,0.194,0,2,2,189.294933716987,-183.193106040747,0.178738950629814,0.4,-28.8800053072801,0.9,-36.9262319700655,42.1163800808878,-26.8412320823393,2.1370743605406,-2.01663270456385
"5655",10132,"2012-03-03",1,1,3,5,0,6,0,2,0.36,0.3636,0.93,0.0896,1,1,2,189.294933716987,-168.255909326743,0.178738950629814,0.4,-28.8800053072801,0.9,-36.9262319700655,42.1163800808878,-26.8412320823393,2.1370743605406,-2.01663270456385
"5656",10134,"2012-03-03",1,1,3,7,0,6,0,2,0.36,0.3485,0.93,0.1343,2,14,16,189.294933716987,20.2606218385686,0.178738950629814,0.4,-28.8800053072801,0.9,-36.9262319700655,42.1163800808878,-26.8412320823393,2.1370743605406,-2.01663270456385
"5657",10135,"2012-03-03",1,1,3,8,0,6,0,3,0.36,0.3788,0.93,0,2,46,48,189.294933716987,168.00627110229,0.178738950629814,0.4,-28.8800053072801,0.9,-36.9262319700655,42.1163800808878,-26.8412320823393,2.1370743605406,-55.2474463615831
"5658",10137,"2012-03-03",1,1,3,10,0,6,0,2,0.4,0.4091,0.87,0,31,137,168,189.294933716987,-19.670873566611,0.178738950629814,0.4,-28.8800053072801,0.9,-36.9262319700655,42.1163800808878,-26.8412320823393,2.1370743605406,-2.01663270456385
"5659",10138,"2012-03-03",1,1,3,11,0,6,0,2,0.4,0.4091,0.87,0.0896,33,181,214,189.294933716987,20.9481855490681,0.178738950629814,0.4,-28.8800053072801,0.9,-36.9262319700655,42.1163800808878,-26.8412320823393,2.1370743605406,-2.01663270456385
"5660",10139,"2012-03-03",1,1,3,12,0,6,0,2,0.42,0.4242,0.67,0.2537,47,252,299,189.294933716987,64.623985201932,0.178738950629814,0.4,-28.8800053072801,0.7,7.17255397102485,42.1163800808878,-26.8412320823393,2.1370743605406,-2.01663270456385
"5661",10140,"2012-03-03",1,1,3,13,0,6,0,1,0.44,0.4394,0.51,0.2836,87,252,339,189.294933716987,66.1902147978645,0.178738950629814,0.4,-28.8800053072801,0.5,6.67149009129869,42.1163800808878,-26.8412320823393,2.1370743605406,7.65827939577592
"5662",10143,"2012-03-03",1,1,3,16,0,6,0,1,0.5,0.4848,0.27,0.2985,167,300,467,189.294933716987,128.995882609544,0.178738950629814,0.5,9.70992835427652,0.3,4.90872102927088,42.1163800808878,-26.8412320823393,2.1370743605406,7.65827939577592
"5663",10144,"2012-03-03",1,1,3,17,0,6,0,1,0.5,0.4848,0.23,0.3284,106,279,385,189.294933716987,271.820829829811,0.178738950629814,0.5,9.70992835427652,0.2,15.408073364892,42.1163800808878,-26.8412320823393,2.1370743605406,7.65827939577592
"5664",10147,"2012-03-03",1,1,3,20,0,6,0,1,0.44,0.4394,0.3,0.1343,28,121,149,189.294933716987,38.2859486359542,0.178738950629814,0.4,-28.8800053072801,0.3,4.90872102927088,42.1163800808878,-26.8412320823393,2.1370743605406,7.65827939577592
"5665",10148,"2012-03-03",1,1,3,21,0,6,0,1,0.46,0.4545,0.19,0.3284,24,130,154,189.294933716987,-22.5067563770855,0.178738950629814,0.5,9.70992835427652,0.2,15.408073364892,42.1163800808878,-26.8412320823393,2.1370743605406,7.65827939577592
"5666",10150,"2012-03-03",1,1,3,23,0,6,0,1,0.42,0.4242,0.24,0,12,94,106,189.294933716987,-100.297396771174,0.178738950629814,0.4,-28.8800053072801,0.2,15.408073364892,42.1163800808878,-26.8412320823393,2.1370743605406,7.65827939577592
"5667",10151,"2012-03-04",1,1,3,0,0,0,0,2,0.4,0.4091,0.3,0.3582,5,67,72,189.294933716987,-135.023747276309,-12.7492381871949,0.4,-28.8800053072801,0.3,4.90872102927088,42.1163800808878,-26.8412320823393,2.1370743605406,-2.01663270456385
"5668",10153,"2012-03-04",1,1,3,2,0,0,0,2,0.36,0.3485,0.4,0.1642,14,66,80,189.294933716987,-166.275656608553,-12.7492381871949,0.4,-28.8800053072801,0.4,20.6514475184918,42.1163800808878,-26.8412320823393,2.1370743605406,-2.01663270456385
"5669",10154,"2012-03-04",1,1,3,3,0,0,0,2,0.36,0.3485,0.43,0.1343,5,21,26,189.294933716987,-176.811994084441,-12.7492381871949,0.4,-28.8800053072801,0.4,20.6514475184918,42.1163800808878,-26.8412320823393,2.1370743605406,-2.01663270456385
"5670",10155,"2012-03-04",1,1,3,4,0,0,0,2,0.34,0.3333,0.46,0.194,3,11,14,189.294933716987,-183.193106040747,-12.7492381871949,0.3,-57.5653813621468,0.5,6.67149009129869,42.1163800808878,-26.8412320823393,2.1370743605406,-2.01663270456385
